,review,clear_review,predicted,candidat
1111, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1114,thomas guenole JLMelenchon yjadot Fabien Roussel Anne Hidalgo EELV PCF partisocialiste On sent à peine ta rancœur envers la FI Thomas Guénolé hein Cest assez pitoyable,thom guenol jlmelenchon yjadot fabien roussel anne hidalgo eelv pcf partisocial sent pein rancœur enver fi thom guénol hein cest assez pitoi,0,None
1115,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1116,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1117,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1118,thomas guenole JLMelenchon yjadot Fabien Roussel Anne Hidalgo EELV PCF partisocialiste Je ne comprends pas le problème du côté utile Ça prouve simplement la capacité à rassembler lélectorat,thom guenol jlmelenchon yjadot fabien roussel anne hidalgo eelv pcf partisocial comprend problem côt util ça prouv simpl capac rassembl lélectorat,0,None
1120,thomas guenole JLMelenchon yjadot Fabien Roussel Anne Hidalgo EELV PCF partisocialiste Pour rappelLes adversaires sont Macron et Lepen pas LFI,thom guenol jlmelenchon yjadot fabien roussel anne hidalgo eelv pcf partisocial rappel adversair macron lepen lfi,0,None
1121,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1122, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1123, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1124, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1125,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1126,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1154, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1127,alternativecug1 Le facho de lfi qui ne vote pas pour le facho macron contre le facho lepen Heureusement que les fachos hidalgo roussel et jadot ont appelé à voter pour ce facho de macron Fascho,alternativecug1 facho lfi vot facho macron contr facho lepen heureux fachos hidalgo roussel jadot appel vot facho macron fascho,0,None
1129, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1130, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1132, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1136, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1138,Jean Luc Mélenchon a fait honneur à la belle politique par sa campagne et son discours Jadot Roussel Hidalgo en dessous des 5  appellent au barrage à MLP Ils pouvaient le faire par lunion en se retirant Honte à eux à leur égo  Des nains aurait dit François Mitterrand httpstcoV9k0MVVFIf,jean luc mélenchon a fait honneur bel polit campagn discour jadot roussel hidalgo dessous 5 appellent barrag mlp pouv fair lunion retir hont égo nain dit françois mitterrand httpstcov9k0mvvfif,0,None
1141, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1142,KurtHayne MatthieuGariel EmmanuelMacron Anne Hidalgo faureolivier Fabien Roussel yjadot julienbayou IanBrossat Enthoven R Rien de pire ,kurthayn matthieugariel emmanuelmacron anne hidalgo faureolivi fabien roussel yjadot julienbayou ianbrossat enthoven r rien pir,0,None
1143,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1146,thomas guenole JLMelenchon yjadot Fabien Roussel Anne Hidalgo EELV PCF partisocialiste Réel mais les FI refusent de voir la réalité,thom guenol jlmelenchon yjadot fabien roussel anne hidalgo eelv pcf partisocial réel fi refusent voir réalit,1,None
1148, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1150,Le vendredi 8 avril nous étions traités  damis de Poutine intouchables  et le lundi 11 nous étions ceux avec qui il est devenu urgent de discuter pour les législatives  À Fabien Roussel Yannick Jadot et Anne Hidalgo dexpliquer ce changement à leurs électeurs fbleunord,vendred 8 avril trait dam poutin intouch lund 11 ceux devenu urgent discut législ fabien roussel yannick jadot anne hidalgo dexpliqu chang leur électeur fbleunord,0,None
1151, TAÏWANJe métonne que von der Leyen BHL Jadot Hidalgo Nathalie Loiseau et consorts naient pas déjà exigé ladmission en urgence de Taïwan dans lUE et dans lOTAN Un nouveau risque de conflagration nucléaire mondialeça ne se refuse pas  httpstco0RuOUpZ31R,taïwanj méton von der leyen bhl jadot hidalgo nathal loiseau consort naient déjà exig ladmiss urgenc taïwan lu lotan nouveau risqu conflagr nucléair mondialec refus httpstco0ruoupz31r,0,None
1152,luclevaillant EliMartichoux libe Voter Hidalgo cétait voter Le Pen La semaine dernière Luc Le Vaillant se moquait de Le Pen son ennemi était Melenchon coupable de compromission avec lislam le langage lepeniste printemps républicain cette foisci il faut voter Le Pen mais Luc Le Vaillant attaque surtout JLM,luclevaill elimartichoux lib vot hidalgo cet vot pen semain derni luc vaill moqu pen ennem melenchon coupabl compromiss lislam langag lepen printemp républicain cet foisc faut vot pen luc vaill attaqu surtout jlm,0,None
1128,thomas guenole JLMelenchon yjadot Fabien Roussel Anne Hidalgo EELV PCF partisocialiste Doù sortent ces stats grotesques  Comme si donc le score de Mélenchon avait baissé depuis 2017 alors que sa campagne a été la meilleure de toute la gauche réunie  bon cétait pas difficile dêtre meilleur vu le niveau des autres ,thom guenol jlmelenchon yjadot fabien roussel anne hidalgo eelv pcf partisocial doù sortent stat grotesqu comm si donc scor mélenchon baiss depuis 2017 alor campagn a meilleur tout gauch réun bon cet difficil dêtr meilleur vu niveau autr,0,None
1445,Avec Marine Le Pen dégageons Macron et ses complices httpstcoZZORscpF4z,marin pen dégageon macron complic httpstcozzorscpf4z,0,None
926,Si certains comme Anne Hidalgo Eric Zemmour ou Yannick Jadot ont donné leur consigne de vote dautres comme Jean Lassalle ou Nathalie Arthaud nont rien dit Loccasion de revenir sur les consignes de vote lors des élections présidentielles de 2002 et 2017 httpstcomJKVXUpiWU,si certain comm anne hidalgo eric zemmour yannick jadot don consign vot dautr comm jean lassall nathal arthaud nont rien dit loccas reven consign vot lor élect présidentiel 2002 2017 httpstcomjkvxupiwu,0,None
922,Proposition 109365 Prendre en charge la rénovation énergétique des logements par lÉtat pour éradiquer les passoires énergétiques Anne Hidalgo faureolivier JLMelenchon Fabien Roussel PhilippePoutou n arthaud yjadot httpstcoG8vSXwnMAu,proposit 109365 prendr charg rénov énerget log létat éradiqu passoir énerget anne hidalgo faureolivi jlmelenchon fabien roussel philippepoutou arthaud yjadot httpstcog8vsxwnmau,0,None
819,le alberic mompontet La maladie est moins grave et préoccupante Entre lextrême droite avec LePen et le soutien de Zemmour et Dupont Aignan je choisis Macron avec le soutien de républicains de soi à listes et autres mais pas des extremistes dangereux pour notre pays Le choix est vite fait,alberic mompontet malad moin grav préoccup entre lextrêm droit lepen soutien zemmour dupont aignan chois macron soutien républicain soi list autr extrem danger pay choix vit fait,0,None
820,Thaïlande  FrançaisdelÉtranger Avec 45 le camp national  Zemmour 319 Le Pen 11 DupontAignan 16  est arrivé largement en tête du 1er tour face à la candidature Macron 312Dimanche on se mobilise tous  MarinePrésidente  Présidentielles2022 httpstcoD9RQSmwp7j,thaïland françaisdelétrang 45 camp national zemmour 319 pen 11 dupontaignan 16 arriv larg têt 1er tour fac candidatur macron 312dimanch mobilis tous marineprésident présidentielles2022 httpstcod9rqsmwp7j,0,None
821,Thaïlande  FrançaisdelÉtranger Avec 45 le camp national  Zemmour 319 Le Pen 11 DupontAignan 16  est arrivé largement en tête du 1er tour face à la candidature Macron 312Dimanche on se mobilise tous  MarinePrésidente  Présidentielles2022 httpstcoD9RQSmwp7j,thaïland françaisdelétrang 45 camp national zemmour 319 pen 11 dupontaignan 16 arriv larg têt 1er tour fac candidatur macron 312dimanch mobilis tous marineprésident présidentielles2022 httpstcod9rqsmwp7j,0,None
822,lsailliet libe LUE est chère Laurence Saillet la pire chose qui soit arrivée à la France Vous qui fûtes à LR parti qui se réclame du gaullisme vous osez accepter les transferts de souveraineté que lon subit depuis plus de trente ans Philippe Séguin et Nicolas DupontAignan furent,lsailliet lib lu cher laurenc saillet pir chos arriv franc lr part réclam gaullism osez accept transfert souverainet lon sub depuis plus trent an philipp séguin nicol dupontaignan,0,None
823,Après le choc du 10 avril les Français doivent se ressaisir Car rien nest perdu Près du tiers des suffrages exprimés se sont portés sur les candidats de la droite patriote Marine Le Pen Eric Zemmour Nicolas DupontAignanEric  2ème tourhttpstcoPxbOuqmkzf httpstcodtwT4LRj5W,apres choc 10 avril franc doivent ressais car rien nest perdu pres tier suffrag exprim port candidat droit patriot marin pen eric zemmour nicol dupontaignaneric 2em tourhttpstcopxbouqmkzf httpstcodtwt4lrj5w,0,None
824,Tu préfères embrasser un tabouret à chaque fois que tu parles de toi comme une personne de basse classe sociale ou bien être observée par Nicolas DupontAignan tous les matins de ta vie  Moi je pense la question elle est vite répondue Bisous,préfer embrass tabouret chaqu fois parl comm person bass class social bien être observ nicol dupontaignan tous matin vi pens question vit répondu bisous,1,None
825,Ici certains français se croient en dictature sanitaireA Shangaï cest incroyable  cest puissance 1000Cest un truc malade On est des clowns à côtéQue les Philippot DupontAignan et toute la clique aille y faire un petit tour,ici certain franc croient dictatur sanitair shangaï cest incroi cest puissanc 1000cest truc malad clown côtequ philippot dupontaignan tout cliqu aill fair pet tour,0,None
1315,Imaginez juste Poutou et Mélenchon foutre le bordel à lAssemblée nationale,imagin just poutou mélenchon foutr bordel lassembl national,0,None
827,Jamais depuis les débuts de la Ve République lextrême droite navait recueilli autant de suffrages Le camp réactionnaire a reçu près de 113 millions de voix dont 700 000 en Provence réparties entre Le Pen Zemmour et DupontAignaninfographies httpstco98EHz3lgdH,jam depuis début ve républ lextrêm droit nav recueil aut suffrag camp réactionnair a reçu pres 113 million voix dont 700 000 provenc répart entre pen zemmour dupontaignaninfograph httpstco98ehz3lgdh,0,None
1313,Les anti pass qui passent pr des fachos en votant le pen qui auraient voté melench Poutou dupont quimporte nont pas de ligne politique Ils ont ressenti terriblement  que limpensable s est produit  Ils ne veulent que préserver la liberté Ce nest plus de la politique,anti pass passent pr fachos vot pen vot melench poutou dupont quimport nont lign polit ressent terribl limpens produit veulent préserv libert nest plus polit,0,None
829,Macron déjà a magouiller pour des postes et leurs minables stratégies électorales pour les législatives quils aillent prendre des LEÇONS DANTIFASCISME chez Philippot Dupont aignan joron qui eux défendent depuis des mois le soin,macron déjà a magouill post leur minabl strateg électoral législ quil aillent prendr leçon dantifasc chez philippot dupont aignan joron défendent depuis mois soin,0,None
830,Comparaison moyenne des derniers sondages et résultat à lélection  Macron  15  Le Pen  03  Mélenchon  49  Zemmour  18  Pécresse  37  Jadot  04  Lassale  06  DupontAignan  01  Hidalgo  03  httpstco0F6BtZ9KXj,comparaison moyen derni sondag résultat lélect macron 15 pen 03 mélenchon 49 zemmour 18 pécress 37 jadot 04 lassal 06 dupontaignan 01 hidalgo 03 httpstco0f6btz9kxj,0,None
831,Comparaison moyenne des derniers sondages et résultat à lélection  Macron  15  Le Pen  03  Mélenchon  49  Zemmour  18  Pécresse  37  Jadot  04  Lassale  06  DupontAignan  01  Hidalgo  03  httpstco0F6BtZ9KXj,comparaison moyen derni sondag résultat lélect macron 15 pen 03 mélenchon 49 zemmour 18 pécress 37 jadot 04 lassal 06 dupontaignan 01 hidalgo 03 httpstco0f6btz9kxj,0,None
832,amelie for you Sandra Congress dre sunshine Suggestion  aller jeter un œil au compte à lorigine de tout ça Insoumis 2022Un Insoumis fan du Média 442 de F Philippot de N DupontAignan de Di Vizio etc httpstcoYlW0XGvp9n,amel for you sandr congress dre sunshin suggest aller jet œil compt lorigin tout ça insoum 2022un insoum fan médi 442 f philippot dupontaignan di vizio etc httpstcoylw0xgvp9n,0,None
833,Comparaison moyenne des derniers sondages et résultat à lélection  Macron  15  Le Pen  03  Mélenchon  49  Zemmour  18  Pécresse  37  Jadot  04  Lassale  06  DupontAignan  01  Hidalgo  03  httpstco0F6BtZ9KXj,comparaison moyen derni sondag résultat lélect macron 15 pen 03 mélenchon 49 zemmour 18 pécress 37 jadot 04 lassal 06 dupontaignan 01 hidalgo 03 httpstco0f6btz9kxj,0,None
834,KomlaEkluboko lefoudulabo Steven0Sevenair JustineRatelade FranceInsoumise Cest le parti qui a fait 1 qui fait la leçon regardez vous demandez vous comment vous avez pu devenir moins important que Lassalle ou Dupont Aignan,komlaekluboko lefoudulabo steven0sevenair justineratelad franceinsoumis cest part a fait 1 fait leçon regard demand comment pu deven moin import lassall dupont aignan,0,None
835,Comparaison moyenne des derniers sondages et résultat à lélection  Macron  15  Le Pen  03  Mélenchon  49  Zemmour  18  Pécresse  37  Jadot  04  Lassale  06  DupontAignan  01  Hidalgo  03  httpstco0F6BtZ9KXj,comparaison moyen derni sondag résultat lélect macron 15 pen 03 mélenchon 49 zemmour 18 pécress 37 jadot 04 lassal 06 dupontaignan 01 hidalgo 03 httpstco0f6btz9kxj,0,None
836,Comparaison moyenne des derniers sondages et résultat à lélection  Macron  15  Le Pen  03  Mélenchon  49  Zemmour  18  Pécresse  37  Jadot  04  Lassale  06  DupontAignan  01  Hidalgo  03  httpstco0F6BtZ9KXj,comparaison moyen derni sondag résultat lélect macron 15 pen 03 mélenchon 49 zemmour 18 pécress 37 jadot 04 lassal 06 dupontaignan 01 hidalgo 03 httpstco0f6btz9kxj,0,None
837,Comparaison moyenne des derniers sondages et résultat à lélection  Macron  15  Le Pen  03  Mélenchon  49  Zemmour  18  Pécresse  37  Jadot  04  Lassale  06  DupontAignan  01  Hidalgo  03  httpstco0F6BtZ9KXj,comparaison moyen derni sondag résultat lélect macron 15 pen 03 mélenchon 49 zemmour 18 pécress 37 jadot 04 lassal 06 dupontaignan 01 hidalgo 03 httpstco0f6btz9kxj,0,None
838,Comparaison moyenne des derniers sondages et résultat à lélection  Macron  15  Le Pen  03  Mélenchon  49  Zemmour  18  Pécresse  37  Jadot  04  Lassale  06  DupontAignan  01  Hidalgo  03  httpstco0F6BtZ9KXj,comparaison moyen derni sondag résultat lélect macron 15 pen 03 mélenchon 49 zemmour 18 pécress 37 jadot 04 lassal 06 dupontaignan 01 hidalgo 03 httpstco0f6btz9kxj,0,None
839,Sans nous les artistes les sportifs vous nexistez plus sans nous les 8 millions de Lepen les 25 millions de zemmouriens les 1 millions de lassale les 400K de Dupont aignan soit près de 12 millions de voix hors taxe Nous sommes la résistance et sans vous ,san artist sportif nexist plus san 8 million lepen 25 million zemmourien 1 million lassal 400k dupont aignan pres 12 million voix hor tax résist san,0,None
840,Dans un panier de crabe plein cest toujours le super diplômé qui empêche les autres de réfléchir Comme dit Éric dupontaignan ya quà se baisser,pani crab plein cest toujour sup diplôm empêch autr réflech comm dit éric dupontaignan ya quà baiss,1,None
1308,Imaginez juste Poutou et Mélenchon foutre le bordel à lAssemblée nationale,imagin just poutou mélenchon foutr bordel lassembl national,0,None
1303,Présidentielle  des chercheurs vont tester le vote au jugement majoritaire pour départager les 12 candidats Pour voter  httpstcovdhVYrgVAaLCIhttpstcoyroIhqwxo4,présidentiel chercheur vont test vot jug majoritair départag 12 candidat vot httpstcovdhvyrgvaalcihttpstcoyroihqwxo4,0,None
843,Quel utilité Mackinsey  Pierre dachoppement Détournement de lattention sur le Détournement de voix Éric dupontaignan A restituer avec cynisme Idem Trump Biden Colère frustration trahison  IMPUISSANCE,quel util mackinsey pierr dachopp détourn lattent détourn voix éric dupontaignan a restitu cynism idem trump biden coler frustrat trahison impuiss,0,None
844,Sans nous les artistes les sportifs vous nexistez plus sans nous les 8 millions de Lepen les 25 millions de zemmouriens les 1 millions de lassale les 400K de Dupont aignan soit près de 12 millions de voix hors taxe Nous sommes la résistance et sans vous ,san artist sportif nexist plus san 8 million lepen 25 million zemmourien 1 million lassal 400k dupont aignan pres 12 million voix hor tax résist san,0,None
845,Ce que ça génère cest que lextrême droite à fait 30 au premier tour  MLP  Zemmour et je considère que jaurai même pu compter Pecresse ou Dupont Aignan mais bon  donc plus que lui en somme Tout à été fait pour quil se retrouve au second tour face a MLP parce quil sait,ça géner cest lextrêm droit fait 30 premi tour mlp zemmour consider jaur pu compt pecress dupont aignan bon donc plus somm tout fait quil retrouv second tour fac a mlp parc quil sait,0,None
818,Plus aucune liberté dexpression ni liberté de pensée en France Dupont Aignan dénonce la traque des français sur les réseaux Emprisonnement pour les opposants politiques  Ça existe déjà mais ce sera généralisé httpstcoxKIKjycSA7,plus aucun libert dexpress ni libert pens franc dupont aignan dénonc traqu franc réseau emprison oppos polit ça exist déjà généralis httpstcoxkikjycsa7,0,None
817,Ici certains français se croient en dictature sanitaireA Shangaï cest incroyable  cest puissance 1000Cest un truc malade On est des clowns à côtéQue les Philippot DupontAignan et toute la clique aille y faire un petit tour,ici certain franc croient dictatur sanitair shangaï cest incroi cest puissanc 1000cest truc malad clown côtequ philippot dupontaignan tout cliqu aill fair pet tour,0,None
816,Ici certains français se croient en dictature sanitaireA Shangaï cest incroyable  cest puissance 1000Cest un truc malade On est des clowns à côtéQue les Philippot DupontAignan et toute la clique aille y faire un petit tour,ici certain franc croient dictatur sanitair shangaï cest incroi cest puissanc 1000cest truc malad clown côtequ philippot dupontaignan tout cliqu aill fair pet tour,0,None
1317,Imaginez juste Poutou et Mélenchon foutre le bordel à lAssemblée nationale,imagin just poutou mélenchon foutr bordel lassembl national,0,None
787, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
788, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
789, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
790, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
1329,Très belle imitation de Mélenchon  Mais quel acteur  Il peut vraiment tout jouer de Zelensky à Sarko en passant par Poutou httpstcoK05whxdK8Z,tres bel imit mélenchon quel acteur peut vrai tout jou zelensky sarko pass poutou httpstcok05whxdk8z,1,None
792,Macron LREM 276 Pécresse LR 48 Sarkozy Jadot EELV 47 Russel PCF 23 Hidalgo PS 17  411Le Pen RN 234 Éric Zemmour Reconquête 71 Fabien Roussel PCF 23 Nicolas DupontAignan DLF 21  349Hold Your Nose and Vote tenit ton nez et vote Macron  Ukraine httpstcoKGuzX9DRat,macron lrem 276 pécress lr 48 sarkozy jadot eelv 47 russel pcf 23 hidalgo p 17 411le pen rn 234 éric zemmour reconquêt 71 fabien roussel pcf 23 nicol dupontaignan dlf 21 349hold your nos and vot ten nez vot macron ukrain httpstcokguzx9drat,0,None
793, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
794, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
795, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
796, Étonnant le silence de la presse sur le McKinseyGate pendant lentre deux toursNe les laissons pas enterrer ce scandale dÉtat  TousContreMacron  Nicolas Dupont Aignan httpstcoM3wksC5t6Q,éton silenc press mckinseygat pend lentr deux toursn laisson enterr scandal détat touscontremacron nicol dupont aignan httpstcom3wksc5t6q,0,None
797,PLAYERLOLO21 f philippot Ca cest leffet Pipot le loser  DupontAignan en a déjà fait les frais  Cest le portescoumoune universel  ,playerlolo21 f philippot ca cest leffet pipot los dupontaignan a déjà fait frais cest portescoumoun universel,0,None
798,Jamais depuis les débuts de la Ve République lextrême droite navait recueilli autant de suffrages Le camp réactionnaire a reçu près de 113 millions de voix dont 700 000 en Provence réparties entre Le Pen Zemmour et DupontAignaninfographies httpstco98EHz3lgdH,jam depuis début ve républ lextrêm droit nav recueil aut suffrag camp réactionnair a reçu pres 113 million voix dont 700 000 provenc répart entre pen zemmour dupontaignaninfograph httpstco98ehz3lgdh,0,None
